Age,Bodymass,Height,Education,Martial_Status,Occupation,Race,Sex,Hours_per_week,Country,Target
66,58.96,154.93, HS-grad, Married-civ-spouse,, White, Male,24.0, United-States, <=50K.
21,56.8,182.86, Some-college, Never-married, Adm-clerical, White, Female,40.0, United-States, <=50K.
19,67.75,187.79, Preschool, Never-married, Farming-fishing, White, Male,50.0, Mexico, <=50K.
35,95.35,145.05, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,55.0, United-States, <=50K.
43,103.68,142.38, HS-grad, Widowed,, Black, Male,40.0, United-States, <=50K.
29,49.84,139.27, HS-grad, Never-married, Craft-repair, White, Male,35.0, United-States, <=50K.
28,95.2,167.77, Assoc-voc, Divorced, Craft-repair, White, Male,60.0, United-States, <=50K.
24,104.41,179.27, Some-college, Never-married, Handlers-cleaners, White, Male,45.0, United-States, <=50K.
24,104.96,134.77, Some-college, Never-married, Sales, White, Female,12.0, United-States, <=50K.
46,51.77,141.55, Assoc-acdm, Divorced, Protective-serv, White, Male,40.0, United-States, <=50K.
24,91.05,145.16, HS-grad, Never-married, Handlers-cleaners, White, Male,45.0, United-States, <=50K.
24,87.7,187.35, Masters, Never-married, Prof-specialty, White, Male,60.0, United-States, <=50K.
36,83.76,135.44, Bachelors, Divorced, Prof-specialty, Other, Female,40.0, United-States, <=50K.
22,67.76,166.18, Some-college, Never-married, Adm-clerical, White, Male,55.0, United-States, <=50K.
46,48.55,174.98, Some-college, Divorced,, White, Male,40.0, United-States, >50K.
68,115.69,186.0, HS-grad, Widowed, Adm-clerical, White, Female,33.0, United-States, <=50K.
33,114.04,158.02, HS-grad, Never-married, Sales, White, Female,45.0, United-States, <=50K.
28,109.58,132.83, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,42.0, United-States, <=50K.
46,93.26,143.29, HS-grad, Divorced, Adm-clerical, White, Female,38.0, United-States, <=50K.
30,114.15,152.71, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,50.0, United-States, >50K.
50,68.24,160.99, Bachelors, Married-spouse-absent, Sales, White, Female,20.0, Germany, <=50K.
69,64.05,146.13, HS-grad, Married-civ-spouse, Prof-specialty, White, Male,20.0, United-States, <=50K.
63,97.31,164.0, HS-grad, Married-civ-spouse,, White, Male,40.0, United-States, <=50K.
33,96.97,140.64, Assoc-voc, Divorced, Tech-support, White, Female,40.0, United-States, <=50K.
22,66.9,155.51, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,40.0, United-States, <=50K.
39,87.99,139.22, Some-college, Married-civ-spouse, Adm-clerical, White, Male,40.0, United-States, >50K.
39,110.95,145.98, Some-college, Divorced, Machine-op-inspct, White, Female,25.0, United-States, <=50K.
29,75.53,177.03, Some-college, Separated, Adm-clerical, White, Female,50.0, United-States, <=50K.
65,79.86,183.46, HS-grad, Married-civ-spouse,, White, Male,20.0, Cuba, <=50K.
23,67.28,172.04, 5th-6th, Never-married, Farming-fishing, White, Male,35.0, Mexico, <=50K.
25,105.95,178.44, 9th, Never-married, Adm-clerical, White, Female,40.0, Mexico, <=50K.
61,79.88,173.26, 11th, Married-civ-spouse, Transport-moving, White, Male,27.0, United-States, <=50K.
50,88.04,173.99, Assoc-voc, Married-civ-spouse, Sales, White, Male,50.0, United-States, >50K.
61,97.97,182.84, Masters, Married-civ-spouse, Exec-managerial, White, Male,50.0, United-States, >50K.
54,110.57,166.49, Bachelors, Divorced, Exec-managerial, White, Male,70.0, United-States, >50K.
41,61.85,172.11, Masters, Married-civ-spouse, Prof-specialty, White, Male,50.0, United-States, <=50K.
38,112.54,163.13, Some-college, Never-married, Adm-clerical, White, Female,40.0, United-States, <=50K.
38,114.07,178.8, HS-grad, Married-civ-spouse, Craft-repair, White, Male,60.0, United-States, >50K.
24,97.74,178.27, Bachelors, Married-civ-spouse, Sales, White, Male,45.0, United-States, <=50K.
23,67.23,176.44, HS-grad, Never-married, Craft-repair, White, Male,40.0, United-States, <=50K.
67,74.97,144.16, 7th-8th, Divorced,, White, Male,40.0, United-States, <=50K.
49,69.45,143.49, Some-college, Married-civ-spouse, Exec-managerial, White, Female,40.0, Canada, >50K.
40,84.47,145.76, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
36,112.15,140.53, HS-grad, Divorced, Tech-support, White, Female,40.0, United-States, <=50K.
49,86.93,159.5, HS-grad, Separated, Other-service, White, Male,40.0, United-States, <=50K.
43,111.24,137.78, 12th, Married-spouse-absent, Sales, White, Female,25.0,, <=50K.
34,110.72,182.47, Some-college, Separated, Tech-support, Black, Female,40.0, United-States, <=50K.
38,64.05,179.43, HS-grad, Divorced, Machine-op-inspct, White, Male,40.0, United-States, <=50K.
35,87.47,138.32, HS-grad, Married-civ-spouse, Exec-managerial, White, Female,45.0, United-States, <=50K.
28,76.21,167.96, Some-college, Never-married, Sales, White, Male,40.0, United-States, <=50K.
36,110.65,156.13, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40.0, United-States, >50K.
33,49.3,145.32, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
46,46.36,140.48, Bachelors, Married-civ-spouse, Prof-specialty, White, Female,40.0, United-States, >50K.
51,48.35,184.29, HS-grad, Divorced, Sales, White, Female,45.0, United-States, <=50K.
26,110.45,155.98, Masters, Never-married, Prof-specialty, White, Female,40.0, United-States, <=50K.
27,91.15,187.07, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40.0, United-States, <=50K.
26,74.92,144.85, Masters, Never-married, Exec-managerial, White, Male,48.0, United-States, <=50K.
59,104.75,133.2, Masters, Married-civ-spouse,, Black, Male,50.0, United-States, >50K.
38,95.15,132.93, HS-grad, Divorced, Exec-managerial, White, Female,40.0, United-States, <=50K.
64,55.09,138.9, 7th-8th, Married-civ-spouse, Farming-fishing, White, Male,40.0, United-States, <=50K.
35,96.12,178.81, Some-college, Separated, Prof-specialty, White, Female,45.0, United-States, >50K.
27,106.49,176.29, Some-college, Never-married, Machine-op-inspct, White, Male,40.0, United-States, <=50K.
24,48.35,143.45, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male,65.0, United-States, <=50K.
38,80.68,133.57, 7th-8th, Married-civ-spouse, Craft-repair, White, Male,78.0, United-States, <=50K.
32,115.28,135.57, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40.0, El-Salvador, <=50K.
37,99.19,142.89, Assoc-acdm, Divorced, Other-service, White, Male,60.0, United-States, >50K.
37,103.61,161.12, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, >50K.
28,111.1,175.1, HS-grad, Married-civ-spouse, Sales, White, Male,40.0, United-States, >50K.
35,84.28,135.89, Doctorate, Never-married, Prof-specialty, White, Male,55.0, United-States, <=50K.
37,111.11,137.53, HS-grad, Never-married, Handlers-cleaners, White, Male,40.0, United-States, <=50K.
47,80.69,140.34, Bachelors, Divorced, Other-service, White, Female,40.0, United-States, <=50K.
20,63.01,159.57, Some-college, Never-married, Sales, White, Female,50.0, United-States, <=50K.
31,45.85,174.5, Masters, Divorced, Prof-specialty, White, Male,60.0, United-States, <=50K.
18,74.52,173.44, 11th, Never-married, Handlers-cleaners, White, Male,30.0, United-States, <=50K.
23,105.97,134.34, 10th, Never-married, Sales, White, Female,20.0, United-States, <=50K.
53,54.58,159.18, HS-grad, Married-civ-spouse, Other-service, White, Male,40.0, Peru, <=50K.
36,97.41,138.25, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40.0, United-States, >50K.
75,107.53,175.37, HS-grad, Widowed, Adm-clerical, White, Female,25.0, United-States, <=50K.
54,100.79,160.29, HS-grad, Married-civ-spouse, Farming-fishing, White, Male,56.0, United-States, <=50K.
25,66.29,154.4, Assoc-voc, Never-married, Craft-repair, White, Male,40.0, United-States, <=50K.
47,114.74,159.08, HS-grad, Divorced, Other-service, White, Female,48.0, Italy, <=50K.
52,45.63,137.85, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,40.0, United-States, >50K.
38,85.62,173.32, Prof-school, Never-married, Prof-specialty, White, Male,50.0, United-States, <=50K.
45,98.04,137.01, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,60.0, United-States, >50K.
28,54.43,149.79, Bachelors, Married-civ-spouse, Prof-specialty, White, Female,20.0, United-States, <=50K.
19,107.94,145.9, HS-grad, Never-married, Handlers-cleaners, Black, Male,20.0, United-States, <=50K.
41,48.75,133.78, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,46.0, United-States, >50K.
18,102.58,151.71, 11th, Never-married, Other-service, White, Female,16.0, United-States, <=50K.
42,111.74,163.6, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40.0, United-States, <=50K.
30,69.77,142.72, HS-grad, Never-married, Machine-op-inspct, White, Male,40.0, United-States, <=50K.
48,110.69,162.05, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, >50K.
51,105.53,153.27, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, >50K.
45,114.73,167.29, HS-grad, Divorced, Exec-managerial, White, Female,30.0, United-States, <=50K.
24,82.66,162.98, Masters, Never-married, Prof-specialty, White, Female,40.0, United-States, <=50K.
65,76.96,161.52, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40.0, United-States, >50K.
61,67.52,153.67, HS-grad, Married-civ-spouse, Transport-moving, White, Male,60.0, United-States, <=50K.
21,98.08,147.71, Some-college, Never-married, Craft-repair, White, Male,40.0, United-States, <=50K.
41,93.08,189.75, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male,30.0, United-States, <=50K.
35,62.64,175.42, Bachelors, Never-married, Prof-specialty, White, Female,45.0, United-States, <=50K.
49,67.99,156.12, HS-grad, Married-spouse-absent, Craft-repair, Black, Male,40.0, United-States, <=50K.
19,51.32,173.59, Some-college, Never-married,, Black, Female,15.0, United-States, <=50K.
26,55.47,191.68, HS-grad, Never-married, Other-service, White, Female,20.0, United-States, <=50K.
22,64.75,148.34, HS-grad, Never-married, Transport-moving, Black, Female,20.0, United-States, <=50K.
49,50.81,185.05, HS-grad, Married-civ-spouse, Transport-moving, Black, Male,48.0, United-States, >50K.
36,46.4,185.72, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Male,40.0, United-States, <=50K.
18,45.57,188.5, Some-college, Never-married, Adm-clerical, White, Female,40.0, United-States, <=50K.
17,92.89,140.41, 11th, Never-married, Other-service, White, Male,20.0, United-States, <=50K.
32,108.56,186.97, Some-college, Never-married, Craft-repair, White, Male,20.0, United-States, <=50K.
43,89.64,165.94, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,44.0, United-States, >50K.
29,111.75,188.49, HS-grad, Divorced, Craft-repair, White, Male,40.0, United-States, <=50K.
46,74.56,181.81, Masters, Married-civ-spouse, Prof-specialty, White, Male,50.0, United-States, >50K.
65,97.28,154.24, 12th, Married-civ-spouse,, White, Male,10.0, United-States, <=50K.
31,108.82,185.02, HS-grad, Married-civ-spouse, Adm-clerical, Amer-Indian-Eskimo, Male,40.0, United-States, <=50K.
24,88.24,148.05, HS-grad, Never-married, Machine-op-inspct, White, Female,40.0, United-States, <=50K.
32,67.02,177.99, HS-grad, Never-married, Adm-clerical, White, Female,38.0, United-States, <=50K.
25,78.17,175.06, HS-grad, Never-married, Handlers-cleaners, White, Male,40.0, United-States, <=50K.
28,88.41,162.93, HS-grad, Never-married, Handlers-cleaners, Black, Male,40.0, United-States, <=50K.
51,108.67,145.84, Masters, Divorced, Prof-specialty, Other, Male,35.0, Mexico, >50K.
28,77.87,168.6, Some-college, Married-civ-spouse, Sales, White, Male,43.0, United-States, <=50K.
33,97.49,162.96, HS-grad, Never-married, Exec-managerial, White, Male,32.0, United-States, <=50K.
46,57.81,175.26, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male,50.0, United-States, >50K.
70,52.43,188.82, 7th-8th, Married-civ-spouse,, White, Male,8.0, United-States, <=50K.
45,76.39,175.33, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,50.0, United-States, <=50K.
28,46.8,141.26, Some-college, Never-married, Adm-clerical, White, Male,44.0, United-States, <=50K.
75,77.18,192.03, HS-grad, Widowed,, White, Female,14.0, United-States, <=50K.
41,56.32,154.24, HS-grad, Married-spouse-absent, Adm-clerical, White, Female,40.0, United-States, <=50K.
48,47.77,171.75, Some-college, Married-civ-spouse, Transport-moving, White, Male,40.0, United-States, >50K.
31,65.19,158.43, HS-grad, Married-civ-spouse, Exec-managerial, White, Female,35.0, United-States, <=50K.
17,50.7,140.95, 11th, Never-married, Other-service, White, Male,40.0, United-States, <=50K.
64,69.48,191.15, HS-grad, Divorced,, White, Female,20.0, United-States, <=50K.
37,54.74,169.35, Some-college, Married-civ-spouse, Sales, White, Male,50.0, United-States, >50K.
51,75.69,132.78, Some-college, Widowed, Other-service, White, Female,40.0, United-States, <=50K.
51,78.47,151.62, Masters, Married-civ-spouse, Prof-specialty, White, Male,40.0, United-States, <=50K.
57,50.07,187.08, Masters, Married-civ-spouse, Exec-managerial, Black, Male,40.0, United-States, >50K.
29,58.87,143.18, Assoc-voc, Never-married, Adm-clerical, White, Female,40.0, United-States, <=50K.
28,113.98,149.57, HS-grad, Never-married, Handlers-cleaners, White, Male,20.0, United-States, <=50K.
26,67.88,173.63, Bachelors, Married-civ-spouse, Adm-clerical, White, Male,7.0, United-States, <=50K.
33,87.46,140.84, Masters, Married-civ-spouse, Prof-specialty, White, Male,45.0, United-States, <=50K.
42,109.9,179.14, Bachelors, Divorced, Exec-managerial, White, Female,38.0, United-States, <=50K.
30,108.52,133.98, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,50.0, United-States, >50K.
45,56.82,186.1, Some-college, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Male,45.0, United-States, <=50K.
20,65.71,168.28, HS-grad, Married-civ-spouse, Other-service, White, Male,28.0, United-States, <=50K.
36,96.87,148.24, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40.0, United-States, <=50K.
64,108.87,158.58, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40.0, United-States, >50K.
29,113.05,183.84, HS-grad, Married-civ-spouse, Adm-clerical, White, Male,48.0, United-States, >50K.
18,63.0,151.57, 11th, Married-civ-spouse, Sales, Other, Female,20.0, United-States, <=50K.
45,59.02,149.41, HS-grad, Never-married, Farming-fishing, White, Male,60.0, United-States, <=50K.
31,49.34,132.24, HS-grad, Married-civ-spouse, Transport-moving, White, Male,30.0, United-States, <=50K.
66,87.81,172.68, 10th, Married-civ-spouse, Craft-repair, White, Male,25.0, United-States, <=50K.
49,54.86,135.48, HS-grad, Divorced, Sales, White, Female,40.0, United-States, <=50K.
45,50.47,170.7, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
22,76.62,186.6, Some-college, Never-married, Other-service, White, Female,20.0, United-States, <=50K.
29,109.71,132.8, HS-grad, Never-married,, White, Male,20.0, United-States, <=50K.
20,73.75,188.68, HS-grad, Never-married,, White, Male,2.0, United-States, <=50K.
22,69.31,191.51, HS-grad, Never-married, Transport-moving, White, Male,48.0, United-States, <=50K.
21,55.4,192.6, Some-college, Never-married,, White, Female,40.0, United-States, <=50K.
46,74.66,163.48, HS-grad, Divorced, Sales, White, Female,40.0, United-States, <=50K.
62,106.52,136.22, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Female,40.0, United-States, <=50K.
41,107.61,164.47, Masters, Married-civ-spouse, Exec-managerial, Black, Female,40.0, United-States, <=50K.
46,48.53,189.0, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40.0, Germany, <=50K.
41,63.97,179.88, HS-grad, Divorced, Craft-repair, White, Female,40.0, United-States, <=50K.
61,80.6,188.1, Some-college, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
64,45.08,167.12, Masters, Married-civ-spouse, Prof-specialty, White, Male,45.0, United-States, >50K.
18,62.66,136.66, HS-grad, Never-married, Other-service, White, Female,40.0, United-States, <=50K.
34,114.26,144.75, HS-grad, Married-civ-spouse, Transport-moving, Black, Male,40.0, United-States, <=50K.
36,63.02,166.96, Some-college, Separated, Transport-moving, White, Male,40.0, United-States, <=50K.
80,47.56,171.74, HS-grad, Divorced, Adm-clerical, White, Female,20.0, United-States, <=50K.
24,90.13,151.8, 9th, Never-married, Adm-clerical, Black, Male,40.0, United-States, <=50K.
20,69.23,156.91, HS-grad, Never-married, Sales, White, Male,35.0, United-States, <=50K.
64,53.71,142.11, Some-college, Widowed, Sales, White, Male,35.0, United-States, <=50K.
21,45.64,185.15, HS-grad, Never-married, Other-service, Black, Male,70.0, United-States, <=50K.
52,55.52,156.28, HS-grad, Married-civ-spouse, Farming-fishing, White, Male,60.0, United-States, <=50K.
31,57.76,153.19, 10th, Divorced, Machine-op-inspct, White, Male,40.0, United-States, <=50K.
66,68.91,168.21, 12th, Married-civ-spouse, Sales, White, Male,20.0, United-States, <=50K.
50,56.06,172.77, HS-grad, Separated, Sales, Amer-Indian-Eskimo, Female,40.0, United-States, <=50K.
62,45.04,146.16, Some-college, Married-civ-spouse, Craft-repair, Black, Male,40.0, United-States, >50K.
19,53.82,148.07, HS-grad, Never-married,, Black, Male,10.0, United-States, <=50K.
49,87.25,172.18, 7th-8th, Married-civ-spouse, Craft-repair, White, Male,50.0, United-States, <=50K.
33,63.89,187.6, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40.0, United-States, <=50K.
38,57.14,175.61, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40.0, United-States, >50K.
20,92.41,137.55, Some-college, Never-married, Adm-clerical, White, Female,30.0, United-States, <=50K.
31,92.48,151.88, HS-grad, Married-civ-spouse, Protective-serv, White, Male,55.0, United-States, >50K.
41,73.87,173.5, Some-college, Married-civ-spouse, Craft-repair, White, Male,45.0, United-States, >50K.
22,54.51,168.73, HS-grad, Never-married, Other-service, White, Female,50.0, United-States, <=50K.
41,77.74,158.17, HS-grad, Married-civ-spouse, Craft-repair, White, Male,42.0, United-States, >50K.
39,61.19,155.72, Bachelors, Married-civ-spouse, Sales, White, Male,40.0, United-States, >50K.
63,50.37,143.04, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40.0, United-States, <=50K.
25,105.92,134.68, HS-grad, Never-married, Handlers-cleaners, White, Male,47.0, United-States, <=50K.
58,111.45,147.97, HS-grad, Married-civ-spouse, Prof-specialty, White, Male,40.0, United-States, <=50K.
26,73.68,186.53, Bachelors, Married-civ-spouse, Sales, White, Female,20.0, United-States, <=50K.
38,94.53,162.6, Some-college, Divorced, Adm-clerical, White, Male,52.0, United-States, <=50K.
35,88.17,153.1, Some-college, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Male,40.0, Cambodia, >50K.
43,55.67,173.88, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,50.0, United-States, >50K.
47,53.67,157.7, Doctorate, Separated, Exec-managerial, Asian-Pac-Islander, Male,45.0, United-States, <=50K.
33,65.68,188.69, 7th-8th, Married-civ-spouse, Craft-repair, White, Male,40.0, Mexico, <=50K.
21,83.95,160.96, 5th-6th, Never-married, Craft-repair, Other, Male,32.0, Mexico, <=50K.
22,74.71,136.61, HS-grad, Married-civ-spouse, Protective-serv, White, Male,40.0, United-States, <=50K.
25,94.55,162.74, Bachelors, Never-married, Adm-clerical, White, Female,45.0, United-States, <=50K.
59,46.97,175.72, Bachelors, Married-spouse-absent, Prof-specialty, Black, Female,37.0, United-States, <=50K.
24,68.96,158.56, Some-college, Never-married,, Black, Female,15.0, Haiti, <=50K.
42,91.67,167.06, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40.0, United-States, >50K.
33,96.92,133.78, Some-college, Married-civ-spouse, Prof-specialty, White, Female,40.0, United-States, <=50K.
25,68.58,160.91, Bachelors, Never-married, Prof-specialty, White, Male,35.0, United-States, <=50K.
27,65.97,158.22, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40.0, United-States, <=50K.
36,101.7,141.5, Masters, Never-married, Prof-specialty, White, Female,60.0, United-States, >50K.
40,62.83,154.66, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male,40.0, United-States, >50K.
27,109.89,191.18, Bachelors, Never-married, Exec-managerial, White, Male,40.0, United-States, <=50K.
36,56.04,138.43, HS-grad, Divorced, Sales, White, Male,50.0, United-States, <=50K.
36,86.02,142.62, 11th, Married-civ-spouse, Craft-repair, White, Male,40.0, Portugal, <=50K.
44,95.13,172.28, Bachelors, Never-married, Prof-specialty, White, Male,40.0, United-States, <=50K.
48,86.7,160.45, HS-grad, Separated, Transport-moving, White, Female,25.0, United-States, <=50K.
43,72.15,164.29, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, >50K.
43,52.53,159.58, 5th-6th, Separated, Craft-repair, Other, Male,40.0, Mexico, <=50K.
41,71.22,146.7, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,50.0, United-States, >50K.
29,103.88,150.33, HS-grad, Married-civ-spouse, Other-service, White, Female,30.0, United-States, <=50K.
31,90.55,168.26, HS-grad, Never-married, Machine-op-inspct, Black, Male,30.0, United-States, <=50K.
54,94.39,147.14, 9th, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
36,89.74,152.12, Assoc-acdm, Divorced, Prof-specialty, White, Female,36.0, United-States, <=50K.
37,98.58,134.76, HS-grad, Divorced, Machine-op-inspct, White, Female,40.0, United-States, <=50K.
27,69.36,136.84, HS-grad, Never-married, Craft-repair, White, Male,40.0, United-States, <=50K.
52,66.52,136.09, Prof-school, Married-civ-spouse, Armed-Forces, White, Male,50.0, United-States, >50K.
40,107.47,162.39, Some-college, Married-civ-spouse, Transport-moving, Black, Male,70.0, United-States, >50K.
24,71.21,181.14, HS-grad, Never-married, Other-service, Asian-Pac-Islander, Male,40.0, United-States, <=50K.
49,110.77,172.29, 9th, Divorced, Craft-repair, White, Female,45.0, United-States, <=50K.
22,78.54,136.41, Some-college, Never-married, Prof-specialty, White, Female,30.0, United-States, <=50K.
28,93.96,138.66, HS-grad, Married-civ-spouse, Craft-repair, White, Male,45.0, Poland, <=50K.
61,79.38,135.17, HS-grad, Never-married, Adm-clerical, Black, Female,34.0, United-States, <=50K.
59,81.86,136.4, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40.0, United-States, >50K.
31,66.85,144.62, Some-college, Never-married, Craft-repair, White, Male,40.0, United-States, <=50K.
35,106.6,184.61, HS-grad, Married-spouse-absent, Other-service, White, Female,52.0, United-States, <=50K.
37,77.1,170.21, Some-college, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
42,71.66,149.09, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,45.0, United-States, >50K.
21,100.08,156.48, Some-college, Never-married, Handlers-cleaners, Black, Male,40.0, United-States, <=50K.
40,85.25,147.88, HS-grad, Divorced, Adm-clerical, White, Female,40.0, United-States, <=50K.
23,115.71,148.62, Some-college, Never-married, Adm-clerical, White, Female,10.0, United-States, <=50K.
37,59.18,157.86, Masters, Married-civ-spouse, Tech-support, White, Male,50.0, United-States, >50K.
38,69.11,158.49, HS-grad, Never-married, Exec-managerial, White, Female,40.0, United-States, <=50K.
36,81.72,137.96, HS-grad, Married-spouse-absent, Prof-specialty, White, Female,40.0, United-States, >50K.
48,52.03,149.68, HS-grad, Divorced, Other-service, White, Female,40.0, United-States, <=50K.
42,65.26,189.52, Some-college, Married-civ-spouse, Handlers-cleaners, White, Male,40.0, Mexico, >50K.
30,55.68,164.05, HS-grad, Never-married, Other-service, Black, Female,35.0, United-States, <=50K.
37,114.44,179.65, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male,39.0, United-States, <=50K.
29,99.89,135.14, Masters, Never-married, Prof-specialty, White, Male,55.0, Greece, >50K.
47,105.97,170.71, Bachelors, Divorced, Sales, White, Female,45.0, United-States, <=50K.
47,112.17,176.38, HS-grad, Married-civ-spouse, Transport-moving, White, Male,42.0, United-States, <=50K.
33,96.87,139.05, HS-grad, Never-married, Protective-serv, White, Male,48.0, United-States, <=50K.
24,100.71,134.54, Assoc-acdm, Never-married, Prof-specialty, White, Male,50.0, United-States, <=50K.
68,63.77,158.14, HS-grad, Widowed,, White, Female,12.0, United-States, <=50K.
43,68.16,181.58, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,50.0, United-States, >50K.
25,74.88,156.35, Assoc-acdm, Never-married, Exec-managerial, White, Male,40.0, United-States, <=50K.
27,79.65,192.43, HS-grad, Married-civ-spouse, Exec-managerial, White, Female,40.0, United-States, <=50K.
50,87.55,165.75, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,60.0, United-States, >50K.
19,49.16,188.7, Some-college, Never-married,, White, Male,60.0, United-States, <=50K.
32,46.76,132.9, 11th, Never-married, Handlers-cleaners, Black, Female,40.0, United-States, <=50K.
30,111.18,166.38, HS-grad, Never-married, Adm-clerical, White, Female,40.0, United-States, <=50K.
41,67.16,135.43, Some-college, Never-married, Exec-managerial, Black, Female,99.0, United-States, <=50K.
21,97.97,159.68, Some-college, Never-married,, White, Male,40.0, United-States, <=50K.
32,48.62,141.95, 12th, Divorced, Other-service, White, Male,30.0,, <=50K.
47,67.62,140.45, Bachelors, Married-civ-spouse, Prof-specialty, White, Female,45.0, United-States, <=50K.
34,104.3,137.5, Prof-school, Never-married, Prof-specialty, White, Female,47.0, United-States, >50K.
47,114.25,172.98, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,60.0, United-States, >50K.
31,97.88,172.99, 10th, Never-married, Transport-moving, White, Male,99.0, Cuba, <=50K.
45,58.84,136.4, Some-college, Married-civ-spouse, Other-service, Black, Female,25.0, United-States, <=50K.
40,95.4,155.65, Some-college, Never-married, Craft-repair, White, Male,38.0, United-States, <=50K.
31,93.15,152.84, Masters, Never-married, Adm-clerical, Asian-Pac-Islander, Male,60.0, India, >50K.
32,111.25,158.53, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,50.0, United-States, >50K.
40,113.78,155.68, Some-college, Divorced, Exec-managerial, White, Male,40.0, United-States, <=50K.
37,94.92,151.89, 5th-6th, Married-civ-spouse, Craft-repair, White, Male,60.0, United-States, <=50K.
31,63.26,187.76, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,50.0, United-States, <=50K.
31,47.91,174.81, 12th, Separated, Adm-clerical, White, Male,40.0, Mexico, <=50K.
18,58.58,134.18, 11th, Never-married,, White, Male,30.0, United-States, <=50K.
61,81.62,163.03, HS-grad, Divorced, Sales, White, Female,40.0, United-States, <=50K.
28,72.88,171.42, Assoc-acdm, Never-married, Sales, White, Female,40.0,, <=50K.
47,101.72,185.53, HS-grad, Married-civ-spouse, Sales, White, Male,50.0, United-States, >50K.
55,91.17,156.93, HS-grad, Married-civ-spouse, Transport-moving, White, Male,60.0, United-States, <=50K.
35,84.24,160.63, 11th, Never-married, Machine-op-inspct, White, Male,40.0, United-States, <=50K.
31,76.2,165.23, HS-grad, Never-married, Craft-repair, White, Male,40.0, United-States, <=50K.
36,101.76,174.2, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Female,50.0, United-States, >50K.
58,104.1,169.41, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,32.0, United-States, >50K.
33,60.35,151.44, Bachelors, Married-civ-spouse, Sales, White, Male,50.0, United-States, <=50K.
33,46.54,190.71, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,45.0, United-States, <=50K.
30,53.74,179.7, 12th, Married-civ-spouse, Farming-fishing, White, Male,44.0, United-States, <=50K.
45,73.39,168.03, Some-college, Never-married, Tech-support, White, Female,60.0, United-States, <=50K.
51,92.8,142.94, Bachelors, Never-married, Prof-specialty, Asian-Pac-Islander, Female,35.0, Philippines, <=50K.
